,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label,gender
96,lsmdc0006_Clerks-48839,15985,The ball drops between the two and someone gets flattened. Someone,The ball drops between the two and someone gets flattened.,Someone,gold,scrambles to the edge and calls over.,lays down his bottle.,takes a seat and kicks a fat guy onto the table.,leaves the room and looks back down across the floor.,0,2
97,lsmdc0006_Clerks-48839,15984,The customer winds up and takes a hard shot. The ball,The customer winds up and takes a hard shot.,The ball,gold,"gradually blows quickly, sending the whole stick ready to explode.",lands falls on the table screaming to the center.,"sails off the court, through the air, and into a faraway yard.",pushes a ball back and forth on a cricket board.,2,2
98,lsmdc0006_Clerks-48839,15986,"Someone looks around, hyperventilating. Someone","Someone looks around, hyperventilating.",Someone,gold,frowns at someone's smiled nod.,"feels the water, then lifts it off his back.",calls to the sidelines.,drops the phone and points to the diamond on the gryffindor hat.,2,2
99,lsmdc0006_Clerks-48839,15987,Someone calls to the sidelines. Sanford,Someone calls to the sidelines.,Sanford,gold,makes his way through the crowd and country on all fours.,skates up to him.,pulls over and rushes out to the zebra observing him.,follows someone as someone appear behind the kids.,1,2
100,anetv_rS8T1dAdiCs,16950,We see the girl puts gifts into a gift bag with tissue paper. The girl,We see the girl puts gifts into a gift bag with tissue paper.,The girl,gen,laughs as the insides place her hand around her thighs.,arrange the wrapping paper and straightens the gift paper.,paints in wrapping paper.,folds paper ribbon for me and then puts it in the cellophane.,1,1
101,anetv_rS8T1dAdiCs,16950,We see the girl puts gifts into a gift bag with tissue paper. The girl,We see the girl puts gifts into a gift bag with tissue paper.,The girl,gold,laughs as the insides place her hand around her thighs.,moves the cat off the table and onto the floor.,folds paper ribbon for me and then puts it in the cellophane.,paints in wrapping paper.,1,1
102,anetv_rS8T1dAdiCs,16948,The girl sits at the table and shows a gift bag. A cat,The girl sits at the table and shows a gift bag.,A cat,gold,uses the scissors to capture the fingernails.,slides down a tub and leaves with a knife.,runs across the table and jumps off.,stands behind the fence and stuffs the pumpkins.,2,2
103,anetv_rS8T1dAdiCs,16951,The girl moves the cat off the table and onto the floor. The girl,The girl moves the cat off the table and onto the floor.,The girl,gold,uses the cat to cut the cat's nails.,hits the nail up while the timer captures her around.,adds more tissue paper to the bag.,picks up the cat and cuts his neck.,2,1
104,anetv_rS8T1dAdiCs,16947,We see an intro screen. The girl,We see an intro screen.,The girl,gold,spins his dog in the air.,looks at the camera in a sink.,sits at the table and shows a gift bag.,sits on the frame talking about the process.,2,1
105,anetv_rS8T1dAdiCs,16946,A girl sits a table talking. We,A girl sits a table talking.,We,gold,see an intro screen.,is shown some time and she's standing just watching the girls.,show a lady how to make a drink.,"are in a restaurant drinking a beer and presenting a cocktail, and a man holds a beer.",0,2
106,anetv_rS8T1dAdiCs,16947,We see an intro screen. The girl,We see an intro screen.,The girl,gen,spins his dog in the air.,turns to the camera.,looks at the camera in a sink.,sits on the frame talking about the process.,1,1
107,anetv_rS8T1dAdiCs,16949,A cat runs across the table and jumps off. We,A cat runs across the table and jumps off.,We,gold,see a score board.,see the girl puts gifts into a gift bag with tissue paper.,are sitting in the grass.,see it's charging cross.,1,2
108,lsmdc1012_Unbreakable-6817,3448,He watches another train pass and looks down before turning to her again. She,He watches another train pass and looks down before turning to her again.,She,gold,stands without a searchlight as the crewman swells anxiously along the country.,gives a shy smirk.,solves her activity once more.,looks down at the magazine again.,3,1
109,anetv_yRjaK8wT4Rc,8544,A man is washing his hands in the sink. He,A man is washing his hands in the sink.,He,gold,is washing the dishes in the sink and start washing his hands.,takes a yellow rag and cleans the sink and faucet.,is talking to the camera inside the bedroom.,rinses his hands on the soap.,1,0
110,anetv_yRjaK8wT4Rc,8544,A man is washing his hands in the sink. He,A man is washing his hands in the sink.,He,gen,rinses his hands on the soap.,is washing the dishes in the sink and start washing his hands.,is talking to the camera inside the bedroom.,washes the soap off with a towel.,3,0
111,lsmdc0053_Rendezvous_mit_Joe_Black-71553,2848,"Some realization is dawning on someone, it renders her lightheaded. Someone","Some realization is dawning on someone, it renders her lightheaded.",Someone,gen,is reading this terrible gesture.,is assisting him lying still by the bleeding.,is sweeping into the adjacent room.,clearing the whomping willow.,0,2
112,lsmdc0053_Rendezvous_mit_Joe_Black-71553,2848,"Some realization is dawning on someone, it renders her lightheaded. Someone","Some realization is dawning on someone, it renders her lightheaded.",Someone,gold,clearing the whomping willow.,kills them and his hair.,flicks icing on the carpet repeatedly.,"regards someone intently, searching his face for an answer.",3,2
113,anetv_l0Sz7dqLzqs,14670,A large crowd is seen sitting in front of a pool followed by several shots of two people diving into a pool. More shots,A large crowd is seen sitting in front of a pool followed by several shots of two people diving into a pool.,More shots,gold,are shown of divers performing impressive stunts into the pool and ends with them walking away and their score being shown.,are shown of people walking in many clips as well as showing how to kneel and end up posing.,are shown of a man spraying gear on and driving around.,are shown of the three swimming with one another when one person catches up to the diver.,0,2
114,anetv_l0Sz7dqLzqs,14670,A large crowd is seen sitting in front of a pool followed by several shots of two people diving into a pool. More shots,A large crowd is seen sitting in front of a pool followed by several shots of two people diving into a pool.,More shots,gen,are shown of people performing in the pool while swimming around and laughing to one another.,are shown of a man spraying gear on and driving around.,are shown of the three swimming with one another when one person catches up to the diver.,are shown of people walking in many clips as well as showing how to kneel and end up posing.,0,2
115,anetv_l0Sz7dqLzqs,14671,More shots are shown of divers performing impressive stunts into the pool and ends with them walking away and their score being shown. A man speaks off into the distance and the divers,More shots are shown of divers performing impressive stunts into the pool and ends with them walking away and their score being shown.,A man speaks off into the distance and the divers,gold,laugh with one another.,interacting with one another.,stand together to get their medals.,spin and spin one another and end by sitting on the board and dancing.,2,0
116,anetv_hiVs1hNyPpw,5285,A woman is standing up brushing her hair. She,A woman is standing up brushing her hair.,She,gold,runs the dog back and forth over the woman's red hair.,stands at a mirror with her hands on her waist.,starts dancing while brushing her hair.,blow off her hair in a french braid.,2,1
117,anetv_hiVs1hNyPpw,5285,A woman is standing up brushing her hair. She,A woman is standing up brushing her hair.,She,gen,stands at a mirror with her hands on her waist.,starts brushing her hair and starts to style it.,runs the dog back and forth over the woman's red hair.,blow off her hair in a french braid.,1,1
118,anetv_hiVs1hNyPpw,5286,She starts dancing while brushing her hair. She,She starts dancing while brushing her hair.,She,gen,"grabs a large curler, picks it up.",clips the hair and begins brushing her long hair.,continues to play the instrument while turning away.,then reappears and talks to the camera.,0,1
